index_num,title,location,company,summary,salary,url
458,Technical Business Analyst,"New Orleans, LA 70112 (Central Business District area)",Southeast Louisiana Area Health Enducation Center,The successful candidate will report to the Health Systems Manager and be responsible for leading the analysis and documentation of program information systems…,,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CoZx6RZ76Kz2BC5LaLJVXH_1oYGbR7vq7wgU_JS4Ka_yE7NXZX-VTjwmkKjFY5-oMqgwwRj5oMaT5oEjEwNpl-8lXhb6qhn_BazkNalLb64oqr4jj6DLdZQqF9RrKtl_UhHjG0CwBm0K5fYy2RrR625wj3Nw-QNKM1FmQ3CxbeJ3-bZbCynmvcnuJGU579XegjxO62m5ig4KpASaWbwmBK_0_hNG0UrCvP5sk_iKloIoYvFmwRzp7JZBh10f0nhWC7Hvz1SJ0IcC58hU97Y8UhVQm2zeW5bGk2mNIwUdmkiJIfy7Af1-YZUOZkmWYACLo0nhC4x7mCyCXEZyyQQ3PkGElcH4tHtkK4CZQStLIYwVo-A5UJfxcwkXuxoZTQZ4Fna1T59qEeK7R1r_SK1LgqFB1NpXZgQ-VXQTU2K-7amR69Kid3Cy_kBuFXd3z_hdCaoZSv9ppMla1p7-rr1ahSG6QtkaHsGb4xorcH6-_pcSFulf4QYoHhrmy2dHbSMsVLRRdvFSF-6CK1lpmfpxFLuiqpQpqwDHkrdJA6fe6QsBLg0SWw17Wl4Y_qBGU75YSMDT8Az9m-LCy-An71qgEgPRKS5rRDdawfEbT5XbqV5Dh2FNyIxsRktWOigSmnu_xq6mGd5EcA0dmmtDinF_LgXkDbWmwufmLUyJfn-1AaEd7Px6M5VYCDeHBV5c55GtJDpsEvZWU6Eg==&p=2&fvj=0&vjs=3
471,Technical Business Analyst,"New Orleans, LA 70112 (Central Business District area)",Southeast Louisiana Area Health Enducation Center,The successful candidate will report to the Health Systems Manager and be responsible for leading the analysis and documentation of program information systems…,,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CoZx6RZ76Kz2BC5LaLJVXH_1oYGbR7vq7wgU_JS4Ka_yE7NXZX-VTjwmkKjFY5-oMqgwwRj5oMaT5oEjEwNpl-8lXhb6qhn_BazkNalLb64oqr4jj6DLdZQqF9RrKtl_UhHjG0CwBm0K5fYy2RrR625wj3Nw-QNKM1FmQ3CxbeJ3-bZbCynmvcu6etnrDK9HcaLLJuVpwHKv7jfC211uoDs98uXqjfu09t8_tNMN3KXx0FEpdJOMqxzdGuG917IRFWHyryZKLgmzn5i1DDX-hz_yMMsQQrNZeSUfeTtoZMKu7WkkfgsOa4yEfOksfNG_cULlkfhPMUQ6l8gZRJKGdpwCAR52bh6e2ptGRuNxIbhVwhuEDe1H5MbCMWOfmwpuL7A-TZi0WtWqqgkjK-4z5MFQ5nKkaNF0GYMhZaIBREDps2K5gciSgOp9vc0tXuZy3W5-HM1qAZgMmji_91N7_1N4Sx8qstcmWc-z3pOPyGjpqxIU9uRFS95pnefPhnlQgmH077xRp_L23wvnJgYxGoDp8Wa_QgyK8SpQYoSnOpcKGi9ohCkUaWi1oLJ3ASEBcC0rPfDZ8PE1DPeyh7I6meMe4A5whxQEQcB9DLS4BXYnspqvy2svG-N-Edi-kKSq4L0UaRRkvSXMCRQFZOjW74Uq_KWCJX2FSC6Wd3otYHf6o_moJlrQW03XfCrlhD1MpnJj5BLsy1uw==&p=2&fvj=0&vjs=3
474,Business Analyst,"Baton Rouge, LA",Insight Global,"This includes such tasks as assisting with preparation of highly complex specialized reports, and serving on data conversion and Quality Assurance teams.",,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BKkHZu3wF05EeDimN_p6sYpKCMArvwa95YdH7UpkaBCsfSP4CHbOYHYr0dgtzMm7ZVpT6D0KbNXj-OmnmzNKINNNVpeurJVasmw-8BMVeKaGkbsVbBHMobDRG0sreFxuSjDNK7_17BWeIT9MSYLdoug4CvS1_mmycYdpGFVFgu049qQFkL16wcZZDO-slj2ZCXXGwZP8nnqmf16SfN7Lb8ppJurEFPbHDXLvcrUMUP8grdjbHMBeaRQfafYUsCrV4GTCaUAvRssMtdThgb2_vr3-pgo-8fTV90hvXRkXyNXuY0L_4Mfdyjh_JxcKPVflW2ioKn8k8ixYxN7RQzksmZySjFO0fJTB7JMUAbpp-VJZgFvMHCzL_tylRWem1Es4exo9xnwln09GxymkYqrx2-4Wr_NlYviQU5ZgRwwlgYv562tq5qnEodYPRUvpVkBlfWfAAAcw6RpA==&p=5&fvj=1&vjs=3
486,Technical Business Analyst,"New Orleans, LA 70112 (Central Business District area)",Southeast Louisiana Area Health Enducation Center,The successful candidate will report to the Health Systems Manager and be responsible for leading the analysis and documentation of program information systems…,,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CoZx6RZ76Kz2BC5LaLJVXH_1oYGbR7vq7wgU_JS4Ka_yE7NXZX-VTjwmkKjFY5-oMqgwwRj5oMaT5oEjEwNpl-8lXhb6qhn_BazkNalLb64oqr4jj6DLdZQqF9RrKtl_UhHjG0CwBm0K5fYy2RrR625wj3Nw-QNKM1FmQ3CxbeJ3-bZbCynmvcF33LHwiX408HND7xF043u7U9Nqei7bC5PDwxBgBBQq5-_5_CJ1UQNfjgG-wGd4Tx0Z6z9zVoK2OeSGynAexfCeSEOrYF7csr9WiLubdPN1JnRX_9E0ipqpR5A1ShTtXiPnaO3qp-tnNJz43FTEsRo-jba9sgeTi51-2me6azGjI9MhBdBiSp1531cPeHn8jQXcvGTt8KsYd5_90g1FVQg91zkbNm4xKQndviqa3gh2BxH2tiP_iTV3Q5dh_ddUjdfRUbxGESoBYKqx2J1mi2sNOpjaaHyTYBpgkbpg9m6FNbpcwEYFg-GG7YdOj6roMEazHsuR3xvFe4k9GKtc6km4OV8Koorb8CATnShfa154080nMilX8GKlMU3OHTHk6Pbm1igktcATGxIXmfQTUUYYSMip0nukFQWRagyi4kCcO585julU94xVfSUZ9u2JrJCfOQLVG4tjavbZ_RBoDCnQcSTL1T6DAjvOOvpN-k2e5-4p7yxNYxnobbvG5ctejhKznd1Ix-TvF91GTNqg4TWw==&p=2&fvj=0&vjs=3
487,Business Analyst,"Baton Rouge, LA",Insight Global,"This includes such tasks as assisting with preparation of highly complex specialized reports, and serving on data conversion and Quality Assurance teams.",,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BKkHZu3wF05EeDimN_p6sYpKCMArvwa95YdH7UpkaBCsfSP4CHbOYHYr0dgtzMm7ZVpT6D0KbNXj-OmnmzNKINNNVpeurJVasmw-8BMVeKaGkbsVbBHMobDRG0sreFxuSjDNK7_17BWeIT9MSYLdoug4CvS1_mmycYdpGFVFgu00exqNvnNHVcH2-Pk8U2ThLSFIV8LjXekeeoqAw3xwHBlO5DndOU_Ogt5HhYKDPRZ5VQRWazxUWp2XYAv6dHQJMvS1NnSenXrgtqrMEQb2BQxbZW7_P_41w5BNfCk0cXX-aQu3Rn1Zko5szsIxlf63NyV5kkxR8QfrReZnqCs1BlZ3mGYLJc0v2C_HPhe0LU1G8LgfDs-WREN7uqMfD7lSNjjkPh5a8xZNPP9CXCNi0wHKK1ba-JB2syKtkwz8FFB_nXf4ePjU8rz5JaHDnPLLRZx6HLc__wrQ==&p=3&fvj=1&vjs=3
499,Technical Business Analyst,"New Orleans, LA 70112 (Central Business District area)",Southeast Louisiana AHEC,The successful candidate will report to the Health Systems Manager and be responsible for leading the analysis and documentation of program information systems…,,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CF-xQeCb0uKQSfy6kUNqMqdxNKNVh2ZZQ1Q2boThPgDQKUGoww1ffLaegxiUFiYNZHqisJDaEXlHPRoCqAgMDpEgskH96Jj9jyFTpRp_cIAkTru9Qs_QmCvNJJdVaTAbk-zfoLJUuhl-xFcz01Iw3QX7PV2GunBi8cSzHnf_nk68bFrKvhRA9cWtJVARKVxkpa4JGz1IH9rnknTdxfthCrNRV8_uluQBnvuRjNFPyzAupDEARlNT4lg7I1JOMECOJTtxm2B0qyPUDLOcQMg4_GdihrAi7dFXSTcW_x2XH77Wl8uniEpjCqD4eCkvwDf9uO7U9RtXWNwiWZX-we7g5yAh5BZYQ-kosWa9Ct2rihCSws7J9rZbf_yM842zEqKhGXTwOManUHGxDd6vaLz2hM1VU1qGkFMRXL1HfVlzp6dLOUN6QgZlX0jYviXFqVTFuVjLm_UFGhn31DoKIKgFsL&p=0&fvj=1&vjs=3
500,Data Analyst II,United States,CoventBridge Group,"Work with local management, investigators, and analysts to provide reactive and proactive case development support and to fulfill law enforcement data requests.",,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cq02kxgTmd_Iz6r1-_rnpQMlRYz2JRa9lxx9Bp5reqyWmELlHxbCjj_UHMtEdL0qGIteUyAbaYarWqxOMQSgkLrTIg2e2uIAfZNRA6Ud2vakr_VO_fcUWwOhGJXHC2PDn0j3kuzU9wIuZvGRST-tWyGt3uM_IelRg6Vb4kAZJlIuoIEY2keTghybrvFyYRvSBOD8ORSunDSBpUPFLZ4MzkRnVEcICfpgwlnLG45XH2NqkhBW09OFGu8rbBLf1Lt6LzKnUVE97fM3jZ7Cjc7xR8HD5EG3KJvl0eFFckdq8lj5_OD_8eqlJ7omMjs0Gop0IkrV-gwZ1XL0kiiDBuz-0z6lMK615zKP_gB5wt9atDPcHCP6gs1dOfIQLLUxa91G4DLsWeIEGI1T_GGvUym_ZKfirDLEFtsWUHkV1bpzcQ9lwENuahzBi_3GOCYaGyVJrPqgDYbcWoWIMofB95Ju7tAW-losageZFowaslYnDImWAR3aBqwyLh6Q1M25JA4taluQuKjrPYf_aWtz4jmWyqhWtgO5inxnWeY7bgyP1yeKabsb_t8z6Kks5JR-MT9Dot6nGLf-LktUG-af0AL_z8J0TrnMHUVoIk5OZvTbv6qs6hFgrIh01HiULQq4PlBXlpWkrjuacDqWodJIKntsKQwXliboSY1CU=&p=1&fvj=0&vjs=3
501,Technical Business Analyst,"New Orleans, LA 70112 (Central Business District area)",Southeast Louisiana Area Health Enducation Center,The successful candidate will report to the Health Systems Manager and be responsible for leading the analysis and documentation of program information systems…,,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CoZx6RZ76Kz2BC5LaLJVXH_1oYGbR7vq7wgU_JS4Ka_yE7NXZX-VTjwmkKjFY5-oMqgwwRj5oMaT5oEjEwNpl-8lXhb6qhn_BazkNalLb64oqr4jj6DLdZQqF9RrKtl_UhHjG0CwBm0K5fYy2RrR625wj3Nw-QNKM1FmQ3CxbeJ3-bZbCynmvcFOR2y_UFFPUcbDcEiUOwFNTelXxFUmVREgjUfUl7F1swflr5J7Z48ltheYxSaQ-4Y8vJ0hinc740Q1avzJSe72RnSA_e01zfjsIfPZn683de6sVSIeg7hjirgNkZYA5pFCGQbFKXES8G0p6PJairXPn17v6H8-1TYlH9Ly8LTqklrGzx0650eR2zpQUsvoppHGRhn87BRj-519YFOejAEssy5oy6Fk1X_-QPO4CKVCDIBAjfMYVZE5qBX15MD6vkdVlh3-2wXhc61MjV9ue4oXEAYsnft3fEbFpYJOkcBwBA9qEiDzCbGtgfEkIDR3vboQMeQneYhslYtg51RUOFWkjAGSvDJ8A4pgBMrGa9_2l6IyOSUe3XjdpSQMSzN6o67JPexy-2IzE3KiH77yckJ9vRFk3eoQ6Jrl7FLw1N-LThh0pc6CPXabEQmbQg2D7mdKlECcanRMHSKTjyo4Uq9u3sYjM9AAqJvCx4IsdGJErjt19969LFSc2QQbWqVoSN5h_SD63LE_zK_v0VUO3m0A==&p=2&fvj=0&vjs=3
504,Technical Business Analyst,"New Orleans, LA 70112 (Central Business District area)",Southeast Louisiana AHEC,The successful candidate will report to the Health Systems Manager and be responsible for leading the analysis and documentation of program information systems…,,https://indeed.com/company/Southeast-Louisiana-AHEC/jobs/Technical-Business-Analyst-11fc667a8011058c?fccid=6db259ba8b192c0b&vjs=3
514,Technical Business Analyst,"New Orleans, LA 70112 (Central Business District area)",Southeast Louisiana Area Health Enducation Center,The successful candidate will report to the Health Systems Manager and be responsible for leading the analysis and documentation of program information systems…,,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CoZx6RZ76Kz2BC5LaLJVXH_1oYGbR7vq7wgU_JS4Ka_yE7NXZX-VTjwmkKjFY5-oMqgwwRj5oMaT5oEjEwNpl-8lXhb6qhn_BazkNalLb64oqr4jj6DLdZQqF9RrKtl_UhHjG0CwBm0K5fYy2RrR625wj3Nw-QNKM1FmQ3CxbeJ3-bZbCynmvcSnbZlT4pgTRLy2rXNb-ieV6zzvTRHcn07IXeE1Gt0sz3Ga49hzdPRr312QOxFXdPZBNZJr3Ce6Q99_CxI4H2WWf1XIzaW8fqmzMwyt9VsL7IxUZVVf0s-D7QBXlamRwDeiTYkkmyisaype6g3BQhVnNIHT2cLpf0ykxhIkAPlSXx5WlLyuiHUdzwkPuxCLnXd0B8joTpDrzfFAtO6y1cRCdk_Ht9LWXeJvBDkAbfjgdBr5OA_y0ES1QN8xjTp8vtvgfmf5zylllOGI-L-gOjAEI_4oTqH-zLSKcErUsl55ebnV-LmMmVE46ut-TwP8Isy_qK65_DLrfJy0BFBCujKlGMacGwYzBIAHalmjo3pyD2BZRevZiTckw-RMrczrWf2dpJOo9lXo_F97PCaWugUTVOgk1jmBN0HjZ9arlW_AEKahaxJ-FSfaZvlc9Al64I2R7MoOS2brxccmFO9WJJYzKgmjdrY6Yar69S4HNX_ukM4IAI7Upv5YDbyRTGqYBV-WPbgl4Fv2vMyzwrNR6sFQ==&p=2&fvj=0&vjs=3
515,Business Analyst,"Baton Rouge, LA",Insight Global,"This includes such tasks as assisting with preparation of highly complex specialized reports, and serving on data conversion and Quality Assurance teams.",,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BKkHZu3wF05EeDimN_p6sYpKCMArvwa95YdH7UpkaBCsfSP4CHbOYHYr0dgtzMm7ZVpT6D0KbNXj-OmnmzNKINNNVpeurJVasmw-8BMVeKaGkbsVbBHMobDRG0sreFxuSjDNK7_17BWeIT9MSYLdoug4CvS1_mmycYdpGFVFgu00exqNvnNHVcbzqokMJxARPLQufITXuXWyEcV0ttkJmuqccKOz_OxVPxhWbzT7H4DRMSBUL1V1zuEAvmVN65CiOICIAmaR60g7xQk57vxTem_YmhQTeBy6nyncZYms8BThQIPIUkrvCeQxSkaClaZbfEm1Hoq7STN9AkUnA2-DiGlixmii_sILl0Hm0B-Qy9PKBGhS2X3Y5HuraUhuguPwL3jMEc6rblmroS_V5wHaoy7Vg07gb5LIbT4xEHArCKcCJkBZNwZJzcvaWpizEMrkiFlrdE-vWQAQ==&p=3&fvj=1&vjs=3
529,Technical Business Analyst,"New Orleans, LA 70112 (Central Business District area)",Southeast Louisiana Area Health Enducation Center,The successful candidate will report to the Health Systems Manager and be responsible for leading the analysis and documentation of program information systems…,,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CoZx6RZ76Kz2BC5LaLJVXH_1oYGbR7vq7wgU_JS4Ka_yE7NXZX-VTjwmkKjFY5-oMqgwwRj5oMaT5oEjEwNpl-8lXhb6qhn_BazkNalLb64oqr4jj6DLdZQqF9RrKtl_UhHjG0CwBm0K5fYy2RrR625wj3Nw-QNKM1FmQ3CxbeJ3-bZbCynmvcRS3KrRpfPPDggIfnyatQVS2Uj-A3JvRm3IRO9ww62g_y6hjTViHQC6sKzKfw6kVSZT7knMwL5BwmHwqxL9BVDeEcU4FDxvOMZbfrmT9K-xHNwdmDKTWG0FGeE5zDfeXnVTA05ZA_uOSuuvORN3HAGYqtu9wWlzFA_SHEqOCSTsbPSzzUN3Jb7N2xNnC1PeLjpPhGLO9bJVTVqEsn73vy2okCgI84NndWZIo73BkYq-BuLs1kG1eR8ivOuw-Ayaf_kL-fZt-nMtrVyXCvOf-4LfgNJrWHgNSCqvuEtqoxDCtGJuxuIf00es6Qy0tHp0m2gjLmyScU6fged5pJXGSTRxRdBSvr0sokoKoQd-HukXp-a2ErHR1CgoDt6KrnhZGE4iJe0kDjGOGryOryXQaTfy9OYPhrs5hJ5yrWKvBnEkgdY_6fuVRIRACH4t4odpFI4GslDrJRP9NGmWEpZyyM0GXp8Q7CXOyPYN64lcWef-Hv-6L4Hwts6RaerK-9rtTSYoWogsMpTSr6CeKsIAfcrQ==&p=2&fvj=0&vjs=3
532,Business Analyst,"Baton Rouge, LA",Insight Global,"This includes such tasks as assisting with preparation of highly complex specialized reports, and serving on data conversion and Quality Assurance teams.",,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BKkHZu3wF05EeDimN_p6sYpKCMArvwa95YdH7UpkaBCsfSP4CHbOYHYr0dgtzMm7ZVpT6D0KbNXj-OmnmzNKINNNVpeurJVasmw-8BMVeKaGkbsVbBHMobDRG0sreFxuSjDNK7_17BWeIT9MSYLdoug4CvS1_mmycYdpGFVFgu00HC768Kg17ljnCpyhZp7fzVsAVCywF1ZMQiXbz_bfaHIk85iPuKl7koXdSaZPBvndQt6Srq7faFtqG0YqF667Nm2sUGSSM0OhfN-TpH9QyrGjN8zi_sHuLuRmYGcZoz1EQGsef5NQh68PPpNBrJGtMKRlX0ocj8nM1_i6CcLAU2ux5WGVyU-MH3GWzm-cUL81DTELxCF-mazhXFJDJZk_Yth_zoBh34NCrmycttHPEeaLO9xfvnPBLTfvZCGy9GuZxrZMIaBV7rbMYI3jLDAPRXo7LnH5J4qw==&p=5&fvj=1&vjs=3
544,Technical Business Analyst,"New Orleans, LA 70112 (Central Business District area)",Southeast Louisiana Area Health Enducation Center,The successful candidate will report to the Health Systems Manager and be responsible for leading the analysis and documentation of program information systems…,,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CoZx6RZ76Kz2BC5LaLJVXH_1oYGbR7vq7wgU_JS4Ka_yE7NXZX-VTjwmkKjFY5-oMqgwwRj5oMaT5oEjEwNpl-8lXhb6qhn_BazkNalLb64oqr4jj6DLdZQqF9RrKtl_UhHjG0CwBm0K5fYy2RrR625wj3Nw-QNKM1FmQ3CxbeJ3-bZbCynmvclgqOcIesBWADEyvQbXqFbPMG5ohK2WFx20snfxCYYzYNkZqsgPpemfug2qVCfc1KTy0vmJpThWa4aLXvJQcUnG3WwON7XpAEMnQ5oUI0oVDMPIev2Ul_oNtxhUv4Mz0e65NPmfQB38xW8iDNwy4FjaZ_y0ee6fIW4TRHRXAGoseCRoKkqVvKYNu-HcsXBJK9o1fWxAy8nQy_89fNMHHTKBf1AinA2AjlYio_Of7UL6-jGWIAYT2QUBSlM-AiHRYtdI4HhgEX4qSyucVhp31RDDt9bIxlu_LDxhLk_yAXEbfO7YjpCuwTXvDPvTtqqPLqnhQiwdafLCS2KvAkh3RoRbJzVsChioHQO9zer8eKyp-ylave4PtSzn0YXM_6CmJa6WuOG28uZU_ovZ3LmOiG_ZfCy1YE4DEpqXcMAveUj5kBnt04ptPAt9UYtxRh_VqrrxXnwifzDGz2Bo_FHtwXHqjoVBgYtff7G3J5O3gmbY0jlIfTxR4z3GKPlfknWLZ7dA18F8VWYzqBivftv-4ujQ==&p=2&fvj=0&vjs=3
547,Business Analyst,"Baton Rouge, LA",Insight Global,"This includes such tasks as assisting with preparation of highly complex specialized reports, and serving on data conversion and Quality Assurance teams.",,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BKkHZu3wF05EeDimN_p6sYpKCMArvwa95YdH7UpkaBCsfSP4CHbOYHYr0dgtzMm7ZVpT6D0KbNXj-OmnmzNKINNNVpeurJVasmw-8BMVeKaGkbsVbBHMobDRG0sreFxuSjDNK7_17BWeIT9MSYLdoug4CvS1_mmycYdpGFVFgu00HC768Kg17l5sSMaAcqZHu_DxYzLTpPVxCph5bmFFOmRK0DyOeoiNRYah_-QmQJwHE-IwHurUGCOuGUQtVq-bw_ZwbyyVPG2_ZV-QxtZbOuW5kcb5ih-1CKJXBYZCxbH1jfx2qfwBlyNLtFAjWapUEfUwVo7UlRlnk3GqLNrt9mh19MNwMSOkH7Am-Vi6HbhPiisr0dF9hQm0zjqTkPx5uHHugqAimwWxyL823N4UdaZ-iaetDD0eR1KkTPwiMDIO0om6sm6o96JpCr48_ODdftp3bQGneoMQ==&p=5&fvj=1&vjs=3
559,Technical Business Analyst,"New Orleans, LA 70112 (Central Business District area)",Southeast Louisiana Area Health Enducation Center,The successful candidate will report to the Health Systems Manager and be responsible for leading the analysis and documentation of program information systems…,,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CoZx6RZ76Kz2BC5LaLJVXH_1oYGbR7vq7wgU_JS4Ka_yE7NXZX-VTjwmkKjFY5-oMqgwwRj5oMaT5oEjEwNpl-8lXhb6qhn_BazkNalLb64oqr4jj6DLdZQqF9RrKtl_UhHjG0CwBm0K5fYy2RrR625wj3Nw-QNKM1FmQ3CxbeJ3-bZbCynmvcGGQ_gIkFqA386O-Y8iG-UHyLJ88WGwBzOdQeu2oRxm04G_sUJssMsiqKMEjozhZkE9XMgywan19_BybLCqoR_MGUCoaOGP2T-5P7caKlN3AD0Tb5DMPpYjNYEgM6xR3dbiOy_13bXK94ljWSPxhAOwh2Z4t0qhNgrNIJpj2GZPuynfskVXe2Hf8pOxbgqktOEwbhYQ69Hhp0C69P71_iJCaOUafUO_Ww4lxnwSukOLUm4Er6beR2FngDID9zTAFFSRigcy9_1WOg-WIgNUZm0Z02MEQ5QbpWgM5eiemVR1T3Apv_XElDI6MWkbLrkKB7JyxQskSLdU-N8YGidM5zpAn-oXTsXVxYdczpmmVMMhIrm-chXkCW8jsUQZ8PALsOVJQUgRy7qtfuJm_T6O4dmZsMNlYi_V7MKzh7ZC2_M-_EoHs_RY-1ja-1L0nW1-oTjNm7DPh9CmHp6Py6d1V4yYRd93-4YiPTFe_4pKNR7LNZaso7DvQsdfYKliRFhzYNNb6QjWH4bHz3FcRxiaZ0Xg==&p=2&fvj=0&vjs=3
562,Business Analyst,"Baton Rouge, LA",Insight Global,"This includes such tasks as assisting with preparation of highly complex specialized reports, and serving on data conversion and Quality Assurance teams.",,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BKkHZu3wF05EeDimN_p6sYpKCMArvwa95YdH7UpkaBCsfSP4CHbOYHYr0dgtzMm7ZVpT6D0KbNXj-OmnmzNKINNNVpeurJVasmw-8BMVeKaGkbsVbBHMobDRG0sreFxuSjDNK7_17BWeIT9MSYLdoug4CvS1_mmycYdpGFVFgu00HC768Kg17louN4iMn1po5v4qn-JY31A-Oi_dKrs9-4IPk8q1RCDbxs0R9OMtRVrMm4PF09INgDR6MMWW2PTSyQRtChZeeRURJb2n71ybIFIjmw32ixVWB7oBvJOh3MVyR0DSBl5zyJXR6VLgBKcjcHIGLmxUTe8dzoWFgwi3wOMAX4hWvZM8tA4eWYNoOpdgjbAJ0EOxCOus2DqFBRlJM_BJW8LCwv1EJbpFwx4T0LhyxQ5Bqqw7UdMT9_2bnp_rjmvPAenNOIlbbY7MiUv2l2bNE-i4GQPQ==&p=5&fvj=1&vjs=3
574,Technical Business Analyst,"New Orleans, LA 70112 (Central Business District area)",Southeast Louisiana Area Health Enducation Center,The successful candidate will report to the Health Systems Manager and be responsible for leading the analysis and documentation of program information systems…,,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CoZx6RZ76Kz2BC5LaLJVXH_1oYGbR7vq7wgU_JS4Ka_yE7NXZX-VTjwmkKjFY5-oMqgwwRj5oMaT5oEjEwNpl-8lXhb6qhn_BazkNalLb64oqr4jj6DLdZQqF9RrKtl_UhHjG0CwBm0K5fYy2RrR625wj3Nw-QNKM1FmQ3CxbeJ3-bZbCynmvcpxLakuwlUpK6W9n2FK1q23SR9BGu_7uNGKs_j1DwWBJksVHBvGsnt2pfkKfDlcslWf_ZIBeyOOp5Mz6TYSKRYlc-E2oE5h9-Lyu-n0P_hbhW1Skev7XFZoxZE6xXbHSnI7Joe0fbgovM_8EWww7tNPcVOue1UsAR7gDJm6dN4hHoPqVHT-z6a7ahetlpKMaqnfGYuQeFvfOAIHwhLBhPutOnfeS2oJf2ZTsH0Op300zayqda_L-538eP88F5lOGJKCxLvnAQh9IfurfzDPTlpFP9gUK8JyuvVb_xyh7zqpXVDVMIwLeP846Xi_RG6M78q6po2lRa4yQlbwwueI9yBfsylUPSNoxACig0V5Sk6004g88Dqpky2wUFKIA14QvY_XUTOZ7Kb06Uo2w73mNvWDPXza6kzoHCSazjTcBKaU-kT_qdh84i1WhAaZxZqhenM5zO-fMe0d6QoVJcYIbt2XLZoC2dZzrWiWbPsTYZYwjwzL1-meRug_SPu9Zryxc3Ki3-HgOtfUmvOreidS_18g==&p=2&fvj=0&vjs=3
575,Business Analyst,"Baton Rouge, LA",Insight Global,"This includes such tasks as assisting with preparation of highly complex specialized reports, and serving on data conversion and Quality Assurance teams.",,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BKkHZu3wF05EeDimN_p6sYpKCMArvwa95YdH7UpkaBCsfSP4CHbOYHYr0dgtzMm7ZVpT6D0KbNXj-OmnmzNKINNNVpeurJVasmw-8BMVeKaGkbsVbBHMobDRG0sreFxuSjDNK7_17BWeIT9MSYLdoug4CvS1_mmycYdpGFVFgu0zVxnDHaz0tigXpE8yhozmU7SzFudws43buASrGow01r4iQdocpnn7UpDpQWDmCYG4ps1F_eahjyAb0ml8ZkExPyNm1DMbnmi1PkOucPTTD75fvn4udmNxw0S3PlWdxs-6u61jztsCSHQkiSSA65a8uQCSC-RexTv92v_QBfWIDQLvf8FixCFYgQGkiLDMrD6Q7DdkixVSI4aKozfNpyId6ZmlYIrTMBsNpYCjjYn_tX8_6B3Eh-SrSARp_TnjK6_tZTGY5_BdZFuG-IJIDW77H2QXCGvkIxiA==&p=3&fvj=1&vjs=3
589,Technical Business Analyst,"New Orleans, LA 70112 (Central Business District area)",Southeast Louisiana Area Health Enducation Center,The successful candidate will report to the Health Systems Manager and be responsible for leading the analysis and documentation of program information systems…,,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CoZx6RZ76Kz2BC5LaLJVXH_1oYGbR7vq7wgU_JS4Ka_yE7NXZX-VTjwmkKjFY5-oMqgwwRj5oMaT5oEjEwNpl-8lXhb6qhn_BazkNalLb64oqr4jj6DLdZQqF9RrKtl_UhHjG0CwBm0K5fYy2RrR625wj3Nw-QNKM1FmQ3CxbeJ3-bZbCynmvcOqn1gQQKkXZLGmEEBWOHUyewk-trUVbMCIDnfnykX1JVP2lOZPBrAGPibTsNjimf_Qfxbpdwar21LWCAIySOP-FJdexgMwN_j5GMhFUcIqxyT0C1kpPXweMs7xXA1K1h0ZK-bXZtFNMk59M0YxSs4zdyAC_1dwg2UZYhEtSnQuI-G9ZjMLOXCR3X273DqkZH9S6ZdT6sqR80Og4Y3sHuwVcdBmLtXJFSktJf68z3ofDzHAwTqaK2fqOEJarqfb7a5SUKhwQppkyUcxk-6u4SeW709hY1NDqBTjI0z1vZPjOvBESLEitoWH3u8BB2FK3tF8sjKCTyIrbs0m7n5obAe3rkGhRJsHWTGnZCiG8ve_rJiSBsy0uw5ZGt-TtJXj0LSPgmn9QFnj7Hj1_RjwqDm_r5mcjIg1_Dq5dNoJsDKQEwtr2fRvONiCWBccS6d3ZHHDNxQ4zhnd5M9VbjHbUPwrEZZDupjZ5RtECtH2Pc0I2462OAeiRv8t1uzG5aYhPaklbCldsXMlYlHuuyegyojQ==&p=2&fvj=0&vjs=3
